Airlines,Altitude (feet),Altitude (meters),Bearing,City,Code,Country,Distance,East,Elev ft.,IATA,Kind,Lat,Lat (DMS),Latitude,Long,Long (DMS),Longitude,Name,Nearby Cities and Towns,North,Pop est,Region,South,Time zone (est),Title,West,What
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,1669,,,12.58,,,8.59,,,Amacuku,,,26095,Jigawa,,,,,city
,,,,,,Nigeria,,,1243,,,12.27,,,9.06,,,Amaguwa,,,20509,Jigawa,,,,,city
,,,,,,Nigeria,,,1702,,,12.57,,,8.35,,,Amaryawa,,,21609,Jigawa,,,,,city
,,,,,,Nigeria,,,1187,,,12.30,,,9.86,,,Anaweya,,,16128,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.79,,,9.46,,,Andaza,,,20332,Jigawa,,,,,city
,,,,,,Nigeria,,,1194,,,12.60,,,8.78,,,Ando,,,19383,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.54,,,9.82,,,Andubu,,,17590,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.15,,,9.90,,,Anguwan Gariji,,,15339,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.38,,,9.51,,,Anguwan Sarkin Baka,,,15943,Jigawa,,,,,city
,,,,,,Nigeria,,,1236,,,12.78,,,8.99,,,Anguwar Duna,,,19828,Jigawa,,,,,city
,,,,,,Nigeria,,,1151,,,12.60,,,9.80,,,Arbus,,,17368,Jigawa,,,,,city
,,,,,,Nigeria,,,1148,,,12.63,,,9.72,,,Arbuschasko,,,20032,Jigawa,,,,,city
,,,,,,Nigeria,,,1118,,,12.42,,,9.96,,,Arki,,,34044,Jigawa,,,,,city
,,,,,,Nigeria,,,1220,,,12.32,,,9.20,,,Asayaya,,,15666,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.42,,,8.85,,,Asayaya,,,16681,Jigawa,,,,,city
,,,,,,Nigeria,,,1154,,,12.70,,,9.56,,,Aseyaya,,,19418,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.93,,,9.56,,,Asherifa,,,22004,Jigawa,,,,,city
,,,,,,Nigeria,,,1187,,,12.38,,,9.81,,,Askandu,,,20664,Jigawa,,,,,city
,,,,,,Nigeria,,,1243,,,12.08,,,9.49,,,Atuman,,,25628,Jigawa,,,,,city
,,,,,,Nigeria,,,1230,,,12.05,,,9.42,,,Aujara,,,25535,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.57,,,8.86,,,Auya,,,19221,Jigawa,,,,,city
,,,,,,Nigeria,,,1161,,,12.37,,,9.99,,,Auyakayi,,,21129,Jigawa,,,,,city
,,,,,,Nigeria,,,1171,,,12.35,,,9.96,,,Auyo,,,24151,Jigawa,,,,,city
,,,,,,Nigeria,,,1190,,,12.33,,,9.94,,,Auyo,,,22884,Jigawa,,,,,city
,,,,,,Nigeria,,,1177,,,12.59,,,8.94,,,Ayania,,,19179,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.40,,,9.69,,,Azanohu,,,16410,Jigawa,,,,,city
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,1669,,,12.66,,,8.50,,,Ba'auzini,,,30545,Jigawa,,,,,city
,,,,,,Nigeria,,,1197,,,12.82,,,9.00,,,Baba Mutum,,,17806,Jigawa,,,,,city
,,,,,,Nigeria,,,1256,,,12.48,,,8.88,,,Babande,,,17594,Jigawa,,,,,city
,,,,,,Nigeria,,,1187,,,12.59,,,9.23,,,Babbaki,,,20115,Jigawa,,,,,city
,,,,,,Nigeria,,,1223,,,12.77,,,9.02,,,Babura,,,19450,Jigawa,,,,,city
,,,,,,Nigeria,,,1240,,,12.27,,,8.97,,,Babushe,,,21432,Jigawa,,,,,city
,,,,,,Nigeria,,,1243,,,12.27,,,9.14,,,Badage,,,20264,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.68,,,9.76,,,Badsweni,,,17124,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.30,,,9.47,,,Badungu,,,14377,Jigawa,,,,,city
,,,,,,Nigeria,,,1200,,,12.40,,,9.29,,,Badura,,,15955,Jigawa,,,,,city
,,,,,,Nigeria,,,1253,,,12.59,,,8.99,,,Bagade,,,18272,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.43,,,8.77,,,Bagemu,,,21435,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.55,,,8.99,,,Baka,,,15908,Jigawa,,,,,city
,,,,,,Nigeria,,,1223,,,12.45,,,9.11,,,Bakar Sabara,,,13033,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.68,,,8.93,,,Bakarkuka,,,19826,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.68,,,8.93,,,Bakarkura,,,19826,Jigawa,,,,,city
,,,,,,Nigeria,,,1207,,,12.36,,,9.22,,,Baki,,,13088,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.81,,,9.62,,,Bakin Kanake,,,18921,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.46,,,9.60,,,Bakinkuja,,,15943,Jigawa,,,,,city
,,,,,,Nigeria,,,1253,,,12.63,,,8.79,,,Balage,,,20119,Jigawa,,,,,city
,,,,,,Nigeria,,,1230,,,12.37,,,9.18,,,Balalashe,,,12826,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.36,,,9.56,,,Bamaina,,,15943,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.79,,,8.40,,,Bandawa,,,29866,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.46,,,8.80,,,Banlada,,,19240,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.37,,,8.92,,,Bantsaro,,,12814,Jigawa,,,,,city
,,,,,,Nigeria,,,1181,,,12.36,,,9.99,,,Banyali,,,20023,Jigawa,,,,,city
,,,,,,Nigeria,,,1154,,,12.68,,,9.68,,,Banzaram,,,20115,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.63,,,8.29,,,Baragumi,,,21605,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.62,,,8.26,,,Baragumi,,,21524,Jigawa,,,,,city
,,,,,,Nigeria,,,1719,,,11.06,,,9.99,,,Baram,,,18029,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.64,,,9.45,,,Baranda,,,20289,Jigawa,,,,,city
,,,,,,Nigeria,,,1122,,,12.85,,,10.06,,,Barburam,,,9424,Jigawa,,,,,city
,,,,,,Nigeria,,,1227,,,12.28,,,9.54,,,Bardo,,,21754,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.27,,,8.96,,,Bareberi,,,21870,Jigawa,,,,,city
,,,,,,Nigeria,,,1233,,,12.37,,,8.90,,,Bareberi,,,12870,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.62,,,8.29,,,Barinje,,,21598,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.33,,,8.86,,,Barmawa,,,13311,Jigawa,,,,,city
,,,,,,Nigeria,,,1223,,,12.61,,,8.67,,,Barra,,,19375,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.56,,,8.76,,,Baruma,,,19708,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.68,,,8.59,,,Basaba,,,29502,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.59,,,8.30,,,Basheyi,,,21605,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.15,,,10.32,,,Basirka,,,14560,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.35,,,8.95,,,Bata Kashi,,,13140,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.64,,,8.76,,,Batale,,,20103,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.64,,,8.76,,,Batali,,,20103,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.68,,,8.59,,,Batsaba,,,29502,Jigawa,,,,,city
,,,,,,Nigeria,,,1148,,,12.76,,,10.04,,,Batu,,,9618,Jigawa,,,,,city
,,,,,,Nigeria,,,1066,,,12.48,,,10.36,,,Baturia,,,18175,Jigawa,,,,,city
,,,,,,Nigeria,,,1213,,,12.03,,,9.93,,,Bauri,,,18327,Jigawa,,,,,city
,,,,,,Nigeria,,,1154,,,12.60,,,9.56,,,Bausua,,,25840,Jigawa,,,,,city
,,,,,,Nigeria,,,1886,,,12.68,,,8.41,,,Bayan Dutsi,,,28693,Jigawa,,,,,city
,,,,,,Nigeria,,,1256,,,11.89,,,9.70,,,Bazabure,,,20754,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.66,,,8.50,,,Baâauzini,,,30545,Jigawa,,,,,city
,,,,,,Nigeria,,,1118,,,12.68,,,10.03,,,Beguwa,,,12069,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.25,,,8.99,,,Beguwa,,,22598,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.70,,,8.43,,,Bela,,,30539,Jigawa,,,,,city
,,,,,,Nigeria,,,1240,,,12.26,,,9.23,,,Bidawa,,,20489,Jigawa,,,,,city
,,,,,,Nigeria,,,1112,,,12.79,,,10.24,,,Birinawa,,,11485,Jigawa,,,,,city
,,,,,,Nigeria,,,1112,,,12.79,,,10.24,,,Biriniwa,,,11485,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.79,,,8.44,,,Birji,,,28925,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.45,,,9.48,,,Birnin Kudu,,,15943,Jigawa,,,,,city
,,,,,,Nigeria,,,1197,,,12.82,,,9.00,,,Birnin Mutum,,,17806,Jigawa,,,,,city
,,,,,,Nigeria,,,1112,,,12.79,,,10.24,,,Birniwa,,,11485,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.08,,,9.19,,,Biyamusu,,,21915,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.66,,,8.48,,,Bodeyel,,,30545,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.39,,,9.78,,,Bodinga,,,17796,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.35,,,9.52,,,Bodinga,,,15910,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.35,,,9.52,,,Bodinga (1),,,15910,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.39,,,9.78,,,Bodinga (2),,,17796,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.35,,,9.52,,,Bodinga 1,,,15910,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.39,,,9.78,,,Bodinga 2,,,17796,Jigawa,,,,,city
,,,,,,Nigeria,,,1230,,,12.59,,,8.76,,,Borowatara,,,19278,Jigawa,,,,,city
,,,,,,Nigeria,,,1236,,,12.66,,,8.87,,,Botsotsowa,,,20138,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.64,,,8.18,,,Bowaji,,,20403,Jigawa,,,,,city
,,,,,,Nigeria,,,1200,,,12.40,,,9.29,,,Budura,,,15955,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.66,,,8.20,,,Bugaje,,,21348,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.52,,,9.67,,,Buji,,,15943,Jigawa,,,,,city
,,,,,,Nigeria,,,1236,,,12.63,,,8.95,,,Bulama,,,19221,Jigawa,,,,,city
,,,,,,Nigeria,,,1056,,,12.59,,,10.41,,,Bulama Haseini,,,18178,Jigawa,,,,,city
,,,,,,Nigeria,,,1056,,,12.59,,,10.41,,,Bulama Haseni,,,18178,Jigawa,,,,,city
,,,,,,Nigeria,,,1177,,,12.09,,,10.11,,,Bulangu,,,18313,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.61,,,8.61,,,Bulbul,,,25407,Jigawa,,,,,city
,,,,,,Nigeria,,,1243,,,12.61,,,8.99,,,Bule,,,18724,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.66,,,8.22,,,Bundu,,,21594,Jigawa,,,,,city
,,,,,,Nigeria,,,1145,,,12.68,,,9.68,,,Bunsari,,,20115,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.73,,,8.26,,,Buntusu,,,21605,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.37,,,9.52,,,Bunun,,,15943,Jigawa,,,,,city
,,,,,,Nigeria,,,1240,,,12.29,,,9.13,,,Burgunya,,,17939,Jigawa,,,,,city
,,,,,,Nigeria,,,1197,,,12.46,,,8.88,,,Buta,,,16973,Jigawa,,,,,city
,,,,,,Nigeria,,,1148,,,12.27,,,9.92,,,Butai,,,13654,Jigawa,,,,,city
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,1669,,,12.37,,,8.82,,,Cakinawa,,,18118,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.77,,,8.23,,,Centahayo,,,21605,Jigawa,,,,,city
,,,,,,Nigeria,,,1046,,,12.54,,,10.45,,,Chachamnau,,,18178,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.01,,,9.25,,,Chaichai,,,22126,Jigawa,,,,,city
,,,,,,Nigeria,,,1223,,,12.29,,,9.37,,,Chakwaikwaiwa,,,19431,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.98,,,9.39,,,Chamo,,,22871,Jigawa,,,,,city
,,,,,,Nigeria,,,1190,,,12.81,,,9.23,,,Chikia,,,15746,Jigawa,,,,,city
,,,,,,Nigeria,,,1243,,,12.29,,,9.21,,,Chikuto,,,17874,Jigawa,,,,,city
,,,,,,Nigeria,,,1154,,,12.57,,,9.80,,,Chinamari,,,16598,Jigawa,,,,,city
,,,,,,Nigeria,,,1095,,,12.64,,,10.14,,,Chirawa,,,30165,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.58,,,9.67,,,Chirbun,,,15943,Jigawa,,,,,city
,,,,,,Nigeria,,,1161,,,12.12,,,10.14,,,Chiromari,,,17962,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.88,,,9.51,,,Chiromawa,,,21557,Jigawa,,,,,city
,,,,,,Nigeria,,,1167,,,12.64,,,8.92,,,Chironbi,,,19313,Jigawa,,,,,city
,,,,,,Nigeria,,,1249,,,12.65,,,8.93,,,Chironbi Mallamai,,,19344,Jigawa,,,,,city
,,,,,,Nigeria,,,1236,,,12.37,,,9.07,,,Chukurawa,,,12814,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.63,,,8.72,,,Cikakoshi,,,19804,Jigawa,,,,,city
,,,,,,Country,,,Elev ft.,,,Lat,,,Long,,,Name,,,Pop est,Region,,,,,What
,,,,,,Nigeria,,,1197,,,12.83,,,9.02,,,D' Makeri,,,15570,Jigawa,,,,,city
,,,,,,Nigeria,,,2509,,,11.05,,,10.00,,,Daba,,,18029,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.62,,,8.50,,,Daba,,,30463,Jigawa,,,,,city
,,,,,,Nigeria,,,1210,,,12.59,,,8.84,,,Dabbawa,,,19221,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.71,,,8.19,,,Dabi,,,21021,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.09,,,8.96,,,Dabi,,,27908,Jigawa,,,,,city
,,,,,,Nigeria,,,1210,,,12.05,,,9.58,,,Dachi,,,25628,Jigawa,,,,,city
,,,,,,Nigeria,,,1177,,,12.70,,,9.35,,,Dadda,,,20131,Jigawa,,,,,city
,,,,,,Nigeria,,,1217,,,12.52,,,9.22,,,Dadin Duniya,,,19564,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.78,,,8.31,,,Dadin Sarki,,,24597,Jigawa,,,,,city
,,,,,,Nigeria,,,1030,,,12.74,,,10.46,,,Dagana,,,17243,Jigawa,,,,,city
,,,,,,Nigeria,,,1190,,,12.17,,,9.72,,,Dagazo,,,25616,Jigawa,,,,,city
,,,,,,Nigeria,,,1194,,,12.76,,,9.19,,,Daguzu,,,20115,Jigawa,,,,,city
,,,,,,Nigeria,,,1233,,,12.37,,,9.04,,,Dakache,,,12912,Jigawa,,,,,city
,,,,,,Nigeria,,,1187,,,12.35,,,9.88,,,Dakayawa,,,23238,Jigawa,,,,,city
,,,,,,Nigeria,,,1187,,,12.41,,,8.96,,,Dakidaka,,,12814,Jigawa,,,,,city
,,,,,,Nigeria,,,1145,,,12.51,,,9.88,,,Dakido,,,35597,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.39,,,9.65,,,Dakoshi,,,16043,Jigawa,,,,,city
,,,,,,Nigeria,,,1174,,,12.77,,,9.35,,,Dam Kumbo,,,19079,Jigawa,,,,,city
,,,,,,Nigeria,,,1174,,,12.80,,,9.25,,,Dam Makama,,,16352,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.93,,,9.63,,,Damawa,,,21782,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.85,,,9.61,,,Damawa,,,18923,Jigawa,,,,,city
,,,,,,Nigeria,,,1227,,,12.58,,,8.78,,,Dampa,,,19225,Jigawa,,,,,city
,,,,,,Nigeria,,,1207,,,12.81,,,9.04,,,Damu,,,17161,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.36,,,9.51,,,Damukashi,,,15943,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.49,,,8.76,,,Dan Alili,,,19494,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.64,,,8.18,,,Dan Ashitan,,,20403,Jigawa,,,,,city
,,,,,,Nigeria,,,1256,,,12.41,,,8.99,,,Dan Bako,,,12814,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.43,,,8.75,,,Dan Bando,,,22027,Jigawa,,,,,city
,,,,,,Nigeria,,,1246,,,12.48,,,8.97,,,Dan Buzu,,,12948,Jigawa,,,,,city
,,,,,,Nigeria,,,1227,,,12.51,,,9.15,,,Dan Dagura,,,17759,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.60,,,8.63,,,Dan Dutse Bulbul,,,22479,Jigawa,,,,,city
,,,,,,Nigeria,,,1256,,,12.61,,,8.90,,,Dan Kano,,,19236,Jigawa,,,,,city
,,,,,,Nigeria,,,1158,,,12.68,,,9.58,,,Dan Kuri,,,20115,Jigawa,,,,,city
,,,,,,Nigeria,,,1207,,,12.53,,,9.25,,,Dan Ladi,,,20115,Jigawa,,,,,city
,,,,,,Nigeria,,,1236,,,12.51,,,8.91,,,Dan Maigari,,,17054,Jigawa,,,,,city
,,,,,,Nigeria,,,1197,,,12.83,,,9.02,,,Dan Makeri,,,15570,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.16,,,9.02,,,Dan Makeri,,,22943,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.36,,,8.98,,,Dan Musa,,,12876,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.44,,,8.76,,,Dan Yaye,,,21160,Jigawa,,,,,city
,,,,,,Nigeria,,,1174,,,12.44,,,9.65,,,Dan Zabia,,,43200,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.66,,,8.18,,,Dan-Gadi,,,20637,Jigawa,,,,,city
,,,,,,Nigeria,,,1194,,,12.44,,,9.36,,,Dan-Zomo,,,19547,Jigawa,,,,,city
,,,,,,Nigeria,,,1230,,,12.46,,,9.00,,,Danbarage,,,12814,Jigawa,,,,,city
,,,,,,Nigeria,,,1233,,,12.74,,,8.96,,,Danbarage,,,20218,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.48,,,9.71,,,Danbazau,,,15943,Jigawa,,,,,city
,,,,,,Nigeria,,,1236,,,12.60,,,8.69,,,Dangaigai,,,19503,Jigawa,,,,,city
,,,,,,Nigeria,,,1243,,,12.62,,,8.86,,,Dangarkuwa,,,19502,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.78,,,9.59,,,Dangolia,,,18922,Jigawa,,,,,city
,,,,,,Nigeria,,,1171,,,12.81,,,9.30,,,Dangwamki,,,14587,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.54,,,8.73,,,Dankaba,,,21298,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.79,,,8.55,,,Dankama,,,26591,Jigawa,,,,,city
,,,,,,Nigeria,,,1243,,,12.75,,,8.97,,,Dankamai,,,20091,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.59,,,8.67,,,Dankarda,,,19790,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.59,,,8.64,,,Dankarda,,,20913,Jigawa,,,,,city
,,,,,,Nigeria,,,1243,,,12.34,,,8.86,,,Dankargo,,,13230,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.72,,,8.45,,,Dankari,,,30545,Jigawa,,,,,city
,,,,,,Nigeria,,,1181,,,12.76,,,9.30,,,Dankira,,,19028,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.44,,,9.67,,,Dankoshi,,,15947,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.43,,,9.65,,,Dankoshi,,,15943,Jigawa,,,,,city
,,,,,,Nigeria,,,1190,,,12.79,,,9.20,,,Danmakuma,,,18191,Jigawa,,,,,city
,,,,,,Nigeria,,,1236,,,12.51,,,8.91,,,Danmugen,,,17054,Jigawa,,,,,city
,,,,,,Nigeria,,,1243,,,12.63,,,9.00,,,Danpa,,,18639,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.64,,,8.32,,,Dansure,,,21959,Jigawa,,,,,city
,,,,,,Nigeria,,,1253,,,12.64,,,8.81,,,Danzago,,,20099,Jigawa,,,,,city
,,,,,,Nigeria,,,1249,,,12.26,,,9.17,,,Danzaina,,,21584,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.77,,,8.32,,,Daragi,,,23211,Jigawa,,,,,city
,,,,,,Nigeria,,,1227,,,12.14,,,9.44,,,Darai,,,24113,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.80,,,8.42,,,Darare,,,29406,Jigawa,,,,,city
,,,,,,Nigeria,,,1148,,,12.64,,,9.90,,,Dargazawa,,,12975,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.77,,,8.29,,,Darina,,,22498,Jigawa,,,,,city
,,,,,,Nigeria,,,1194,,,12.55,,,8.97,,,Dasere,,,16624,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.23,,,9.66,,,Datsa,,,14885,Jigawa,,,,,city
,,,,,,Nigeria,,,1253,,,12.57,,,8.92,,,Daurawa,,,18718,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.63,,,8.52,,,Daurawa Kadari,,,30545,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.63,,,8.53,,,Daurawa Kalanguna,,,30541,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.56,,,8.40,,,Dawa,,,21923,Jigawa,,,,,city
,,,,,,Nigeria,,,1056,,,12.65,,,10.38,,,Dawa,,,18178,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.25,,,8.98,,,Diehu Baba,,,23883,Jigawa,,,,,city
,,,,,,Nigeria,,,1233,,,12.59,,,8.95,,,Digawa Kwando,,,18853,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.15,,,10.30,,,Digijim,,,16757,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.15,,,10.30,,,Digijin,,,16757,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.15,,,10.30,,,Digijn,,,16757,Jigawa,,,,,city
,,,,,,Nigeria,,,1154,,,12.87,,,9.96,,,Digimsa,,,9036,Jigawa,,,,,city
,,,,,,Nigeria,,,1154,,,12.87,,,9.96,,,Diginsa,,,9036,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.09,,,9.02,,,Dingare,,,22002,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.63,,,8.64,,,Doda,,,22967,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.58,,,8.42,,,Dogal,,,24075,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.59,,,8.54,,,Dogaria,,,29288,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.59,,,8.54,,,Dogariya,,,29288,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.60,,,8.87,,,Dogon Marke,,,19263,Jigawa,,,,,city
,,,,,,Nigeria,,,1253,,,12.60,,,8.87,,,Dogon Marke Tudu,,,19263,Jigawa,,,,,city
,,,,,,Nigeria,,,1230,,,12.33,,,9.10,,,Doko,,,14606,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.42,,,9.57,,,Dokoro,,,15943,Jigawa,,,,,city
,,,,,,Nigeria,,,1036,,,12.75,,,10.37,,,Dole,,,16029,Jigawa,,,,,city
,,,,,,Nigeria,,,1227,,,11.98,,,9.79,,,Doma,,,22934,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.32,,,9.91,,,Dongolo,,,18280,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.41,,,8.87,,,Dorai,,,15411,Jigawa,,,,,city
,,,,,,Nigeria,,,1207,,,12.51,,,8.83,,,Dorawa,,,19221,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.58,,,8.94,,,Dorawa,,,18988,Jigawa,,,,,city
,,,,,,Nigeria,,,1249,,,12.60,,,8.96,,,Dorayi,,,19025,Jigawa,,,,,city
,,,,,,Nigeria,,,1207,,,12.51,,,8.83,,,Dorowa,,,19221,Jigawa,,,,,city
,,,,,,Nigeria,,,1174,,,12.75,,,9.78,,,Duduri,,,11453,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.75,,,9.21,,,Dudurun Farin Ruwa,,,22045,Jigawa,,,,,city
,,,,,,Nigeria,,,1230,,,11.95,,,9.73,,,Dugun Masko,,,24596,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.74,,,9.46,,,Duhuwa,,,19263,Jigawa,,,,,city
,,,,,,Nigeria,,,1207,,,12.40,,,9.22,,,Duhuwa,,,13090,Jigawa,,,,,city
,,,,,,Nigeria,,,1233,,,12.38,,,9.11,,,Duhuwar Tumbi,,,12814,Jigawa,,,,,city
,,,,,,Nigeria,,,1236,,,12.11,,,9.54,,,Duja,,,25612,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.58,,,8.62,,,Dukawa,,,23168,Jigawa,,,,,city
,,,,,,Nigeria,,,1233,,,12.37,,,9.03,,,Dukawa,,,12826,Jigawa,,,,,city
,,,,,,Nigeria,,,1171,,,12.53,,,9.79,,,Dumbari,,,16392,Jigawa,,,,,city
,,,,,,Nigeria,,,1236,,,12.00,,,9.84,,,Dummadummi Kyaure,,,19729,Jigawa,,,,,city
,,,,,,Nigeria,,,1230,,,12.09,,,9.89,,,Dummadummi Toka,,,18327,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,12.33,,,8.95,,,Dumou,,,14030,Jigawa,,,,,city
,,,,,,Nigeria,,,1200,,,12.33,,,9.87,,,Dumumi,,,18749,Jigawa,,,,,city
,,,,,,Nigeria,,,1669,,,11.52,,,9.43,,,Dumus,,,16825,Jigawa,,,,,city
